,sigma_mi,evoid_ratio,psi,eta,eta/Mtheta,theta,Dp,K,G,iplas,e,q,p,sx,sy,sz,sxy,ea,eps_v,eps_1,eps_2,eps_3,phase,s1,s2,s3,Mtheta,xi_i,Mi
102,9.04852744287641,0.961790084838867,0.0282918283751492,1.14031295338208,0.950262628421187,0.523594264235463,0.0163343379572538,14137.1645083203,10602.8737006714,1,0.490957889797598,10.4649011457693,9.17721851276682,5.6888964686946,16.1538192761472,5.68893979345864,-2.96041553349439e-05,4.45340152555157,-0.602807346826818,0.0445340152555157,-0.0192529362876626,-0.0192529362876626,2,16.1538192762307,5.68898270078985,5.68885356127993,1.1999976840893467,4.444444444444445,1.155988258218638
103,8.83125491784723,0.961789906024933,0.0275461478188924,1.14206002046357,0.951720325934858,0.523589889888822,0.0157196309259201,13962.5996623775,10471.9495209722,1,0.49095808665289,10.2236964661111,8.95197812467652,5.54404513908356,15.7677757680603,5.54411346688574,-3.0766942951037e-05,4.55334642925408,-0.602794223140656,0.0455334642925408,-0.0197527049495423,-0.0197527049495423,2,15.7677757681532,5.54413828949711,5.54402031637923,1.1999954076232897,4.444444444444445,1.157146008333904
104,8.62447889760049,0.961789727210998,0.0268196663814906,1.1437500280749,0.953128966997925,0.523589085398088,0.0151351322178599,13794.6015097435,10345.9515565535,1,0.490957758801524,9.9939204262161,8.73785345793089,5.4064939507443,15.4004670745846,5.40659934846382,-3.44241656003964e-05,4.65331702824854,-0.602816079898399,0.0465331702824854,-0.020252460618073,-0.020252460618073,2,15.4004670747023,5.40662894784954,5.40646435124081,1.1999950349608774,4.444444444444445,1.158275726538716
105,8.4276019101791,0.961789548397064,0.0261118653972433,1.14538739857949,0.954494312153123,0.523586935154683,0.0145746440017379,13632.8661677369,10224.6502074393,1,0.490957823585646,9.77492000843232,8.53416047138796,5.27580983222389,15.050773809712,5.27589777222801,-3.51820933665298e-05,4.75326483724942,-0.602811760956954,0.0475326483724942,-0.0207522035593826,-0.0207522035593826,2,15.050773809839,5.27589709792509,5.27581050639984,1.1999939486237017,4.444444444444445,1.1593756961704091
106,8.2400201998423,0.96178936958313,0.0254223303863957,1.14697208962333,0.955813189825651,0.523591252806851,0.0140427405403938,13477.1285210457,10107.8465154296,1,0.490957554852082,9.56608079836333,8.3402904304197,5.15160618124966,14.7176776289315,5.15158748107794,-3.7315600748119e-05,4.85322980727053,-0.602829676527871,0.0485322980727053,-0.021251931671613,-0.021251931671613,2,14.7176776290767,5.15164644730252,5.15154721487993,1.1999960890187633,4.444444444444445,1.1604503706369256
107,8.06127823648874,0.96178925037384,0.0247505945168117,1.1485075133423,0.957096825463816,0.523581087508614,0.0135259606513543,13327.1201731479,9995.34052001591,1,0.490957558525556,9.3668357450374,8.15565915733323,5.03330258895146,14.4002163197479,5.03345856330031,-3.78161357540049e-05,4.9531753069274,-0.602829431629615,0.049531753069274,-0.0217516467203895,-0.0217516467203895,2,14.400216319901,5.03344814059885,5.03331301149982,1.19999093381772,4.444444444444445,1.1614902998941259
108,7.89075213232082,0.961789071559906,0.0240962008018417,1.14999522199466,0.958333077449449,0.523589595972982,0.013040532213368,13182.589854905,9886.94224784557,1,0.490957422039292,9.17664506907432,7.97972489492287,4.92086372615614,14.0974882739376,4.92082268467486,-4.03880838560244e-05,5.05312687046124,-0.602838530713868,0.0505312687046124,-0.022251345529514,-0.022251345529514,2,14.0974882741152,4.92088047914509,4.92080593150828,1.1999953346651766,4.444444444444445,1.162512501365629
109,7.7280973344513,0.961788952350616,0.0234587485063231,1.15143663301293,0.959536652209209,0.523583894626036,0.0125684391759287,13043.3074972423,9782.48037898602,1,0.490957217710995,8.99501594831756,7.8119941069035,4.81359154843688,13.8086714050109,4.81371936726273,-4.20611540588927e-05,5.15308025665542,-0.602852152600351,0.0515308025665542,-0.0227510289474134,-0.0227510289474134,2,13.808671405208,4.81371106249637,4.81359985300616,1.1999923404300357,4.444444444444445,1.1635011867882512
110,7.57277977286828,0.961788833141327,0.0228377929800254,1.1528337468693,0.960697928349924,0.523591049729167,0.0121226201362524,12909.044017714,9681.7835430695,1,0.490957112136872,8.82147670582706,7.65199433638496,4.71151657640924,13.5329788065789,4.71148762616678,-4.48269557843087e-05,5.253020095660061,-0.602859190875182,0.0525302009566006,-0.0232506945380599,-0.0232506945380599,2,13.5329788068067,4.71153476204884,4.71146944029937,1.199996078735576,4.444444444444445,1.1644707390761244
111,7.42448733959185,0.961788654327393,0.0222329588532722,1.1541875210541,0.961828605607473,0.523584883328908,0.011688835149626,12779.595030375,9584.69656178706,1,0.490957171239208,8.65559582393843,7.4992981195736,4.6140406114433,13.2696953347934,4.61415841248414,-4.60802653244269e-05,5.352947612659,-0.602855250719471,0.05352947612659,-0.0237503450959382,-0.0237503450959382,2,13.2696953350391,4.61415160352518,4.61404742015657,1.1999929242332492,4.444444444444445,1.165408525499755
112,7.28274427448422,0.961788535118103,0.0216438130995382,1.15549989102272,0.962919132085645,0.523592561085975,0.0112800226444723,12654.7514025068,9491.06305664546,1,0.490956817500526,8.49695920120823,7.35349250836212,4.52118060655015,13.0181319754625,4.52116494307371,-4.89817679183037e-05,5.45290356743671,-0.602878833298238,0.0545290356743671,-0.0242499769237792,-0.0242499769237792,2,13.0181319757449,4.52120252073051,4.52114302861091,1.199996814394946,4.444444444444445,1.1663287500624204
113,7.14729348661512,0.961788415908814,0.0210699983436289,1.15677197709777,0.963982136559368,0.523585499083942,0.0108806678154199,12534.327597501,9400.7459920588,1,0.490956824238521,8.34519159820161,7.21420592949649,4.43241938048196,12.7776669942075,4.43253141379996,-5.07333664823551e-05,5.55282490338918,-0.602878384098604,0.0555282490338918,-0.0247495910816623,-0.0247495910816623,2,12.7776669945163,4.43252580436722,4.43242498960595,1.199993167120819,4.444444444444445,1.167217800768002
114,7.01769890879899,0.961788296699524,0.0205110964351558,1.15800557086861,0.965006623005558,0.523593904674162,0.0105054261715706,12418.1355447611,9313.60167199211,1,0.490956864865536,8.19992460648688,7.08107570710871,4.34776962264241,12.5476921110153,4.34776538766841,-5.37138512730745e-05,5.65275441872222,-0.6028756756309,0.0565275441872222,-0.0252491886523242,-0.0252491886523242,2,12.5476921113673,4.34779508091869,4.34773992904016,1.199997537075909,4.444444444444445,1.1680914525510213
115,6.89375635141549,0.961788237094879,0.0199667721442005,1.1592015188222,0.966006624867558,0.523585923276616,0.0101371490481895,12306.0085936616,9229.50628524126,1,0.490956752650819,8.06083126828219,6.9537788085914,4.26678107006467,12.3276663199754,4.26688903573415,-5.57027485428161e-05,5.7526685476691,-0.6028831566120509,0.057526685476691,-0.0257487652937124,-0.0257487652937124,2,12.3276663203606,4.26688442692481,4.2667856784888,1.1999933426762261,4.444444444444445,1.1689340916513342
116,6.7750623520117,0.96178811788559,0.0194366222506302,1.16036151769501,0.966969470426533,0.523595096121448,0.00979240662195777,12197.7745700454,9148.33154177264,1,0.490956517079958,7.92758634044209,6.83199709531378,4.18946572098288,12.1170546551182,4.1894709098403,-5.87937406527693e-05,5.8526000660980895,-0.602898861336131,0.0585260006609809,-0.0262483215200804,-0.0262483215200804,2,12.1170546555543,4.18949419078107,4.18944243960595,1.199998090098099,4.444444444444445,1.169763392496062
117,6.66145574865816,0.9617879986763,0.0189203266778811,1.16148652700835,0.967910667430369,0.52358629898517,0.0094522625947791,12093.2843166127,9069.96285046721,1,0.490956474512073,7.7999019683714,6.71544756362065,4.1154282165705,11.9153822083303,4.11553226596119,-6.10054277306818e-05,5.95251629489104,-0.6029016991951061,0.0595251629489104,-0.0267478598183177,-0.0267478598183177,2,11.9153822088076,4.11552843106032,4.11543205099399,1.1999935180917993,4.444444444444445,1.1705620577926408
118,6.61034942467624,0.961787968572917,0.018685093235961,1.16199934123315,0.968342564564614,0.523575209068842,0.00929339571199829,12045.9734672842,9034.48010046312,1,0.490956474636032,7.74240926370222,6.66300658665045,4.08227178436123,11.8246127607762,4.08213521481389,-7.26594301897098e-05,5.9989207137571,-0.602901690931175,0.059989207137571,-0.0269798662324905,-0.0269798662324905,2,11.8246127614575,4.0822533457257,4.08215365276812,1.1999878800697024,4.444444444444445,1.1709224730423173
119,6.55631899383248,0.961787939071655,0.0184349193398764,1.16254039979729,0.968786516204367,0.523591888386446,0.00914377538516795,11995.8610742046,8996.89534926922,1,0.490956412947706,7.68170037775471,6.60768458649292,4.04713631450892,11.7288181715825,4.04709927338736,-9.29503157057087e-06,6.048923305069541,-0.602905803486268,0.0604892330506954,-0.0272298568127852,-0.0272298568127852,3,11.7288181715931,4.04713219172789,4.0471033961578,1.1999964701738792,4.444444444444445,1.171320013331186
120,6.50350110923028,0.96178787946701,0.0181879594900608,1.16307714233871,0.9692372313202,0.523583663989063,0.00898042066675306,11946.5966575488,8959.94766728271,1,0.490956465797312,7.62225287202586,6.55352298898515,4.0127251102247,11.6350249030177,4.01281895371304,7.79951243988434e-06,6.0989145359878805,-0.602902280179224,0.0609891453598788,-0.0274798476467842,-0.0274798476467842,3,11.6350249030218,4.01281293154108,4.0127311323926,1.19999222559216,4.444444444444445,1.1717000274602698
121,6.45173671151748,0.961787819862366,0.0179443380521905,1.16360159316179,0.969670640162387,0.52359242561829,0.00883335662445842,11898.196128654,8923.64724919559,1,0.490956360663192,7.56402571274058,6.50052876190004,3.97915968413564,11.5432125702949,3.97921403126958,7.60736577402675e-06,6.14892374045137,-0.60290928912051,0.0614892374045137,-0.0277298406293054,-0.0277298406293054,3,11.5432125702949,3.97921403330705,3.97915968209819,1.199996725658236,4.444444444444445,1.172083387075434
